# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Thu Apr 10 16:34:26 2025
# Radiative transfer took 0.916 seconds
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total CO2 N2 CO O2 SO2 H2O O3  Rayleigh CIA
9.006691587e-01 2.08527e-01 9.88968e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.36246e-01 9.99999e-01 2.52654e-01 9.97288e-01
9.051725045e-01 2.39845e-01 9.89871e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.33771e-01 9.99999e-01 2.59613e-01 9.97552e-01
9.096983670e-01 2.13162e-01 9.34915e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.54217e-01 9.99999e-01 2.66622e-01 9.97447e-01
9.142468589e-01 2.22195e-01 9.80208e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.29005e-01 9.99999e-01 2.73675e-01 9.97650e-01
9.188180931e-01 2.22085e-01 9.37531e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.33724e-01 9.99999e-01 2.80771e-01 9.98541e-01
9.234121836e-01 1.66167e-01 6.67027e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.55812e-01 9.99999e-01 2.87904e-01 9.98924e-01
9.280292445e-01 1.18993e-01 8.23740e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 4.71687e-01 9.99999e-01 2.95073e-01 9.96601e-01
9.326693908e-01 3.31119e-02 7.56887e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 1.34078e-01 9.99999e-01 3.02273e-01 9.83339e-01
9.373327377e-01 8.09525e-02 7.97547e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.20812e-01 9.99999e-01 3.09502e-01 9.72725e-01
9.420194014e-01 1.34830e-01 9.21325e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 4.65053e-01 9.99999e-01 3.16755e-01 9.77311e-01
9.467294984e-01 8.92324e-02 9.74106e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 2.85926e-01 9.99999e-01 3.24030e-01 9.80453e-01
9.514631459e-01 1.04280e-01 9.77872e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.24702e-01 9.99999e-01 3.31324e-01 9.86097e-01
9.562204616e-01 1.11071e-01 9.91820e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.32548e-01 9.99999e-01 3.38633e-01 9.92715e-01
9.610015639e-01 1.27430e-01 9.98570e-01 9.99999e-01 9.99998e-01 9.99999e-01 9.99999e-01 3.70223e-01 9.99999e-01 3.45954e-01 9.95760e-01
9.658065718e-01 1.93688e-01 9.96023e-01 9.99999e-01 9.99998e-01 9.99999e-01 9.99999e-01 5.51795e-01 9.99999e-01 3.53283e-01 9.97069e-01
9.706356046e-01 2.64540e-01 9.98392e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 7.36131e-01 9.99999e-01 3.60619e-01 9.98005e-01
9.754887826e-01 2.71365e-01 9.97020e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 7.40520e-01 9.99999e-01 3.67958e-01 9.98177e-01
9.803662265e-01 2.86116e-01 9.48225e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.02800e-01 9.99999e-01 3.75297e-01 9.99133e-01
9.852680577e-01 3.19576e-01 9.78048e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.53482e-01 9.99999e-01 3.82633e-01 9.99793e-01
9.901943980e-01 3.45674e-01 9.67150e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.16052e-01 9.99999e-01 3.89963e-01 9.99953e-01
9.951453700e-01 3.68548e-01 9.76502e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.49791e-01 9.99999e-01 3.97284e-01 9.99980e-01
