Wavelength_um,Total_T,Planet
0.5347995193,0.87039808,Kelt-9_b
0.535066919,0.87063157,Kelt-9_b
0.5353344525,0.87086275,Kelt-9_b
0.5356021197,0.87109186,Kelt-9_b
0.5358699208,0.87131934,Kelt-9_b
0.5361378557,0.87154575,Kelt-9_b
0.5364059247,0.87177163,Kelt-9_b
0.5366741276,0.87199737,Kelt-9_b
0.5369424647,0.87222298,Kelt-9_b
0.5372109359,0.87244808,Kelt-9_b
0.5374795414,0.87267185,Kelt-9_b
0.5377482811,0.87289325,Kelt-9_b
0.5380171553,0.87311116,Kelt-9_b
0.5382861639,0.87332475,Kelt-9_b
0.5385553069,0.8735336,Kelt-9_b
0.5388245846,0.87373799,Kelt-9_b
0.5390939969,0.87393888,Kelt-9_b
0.5393635439,0.87413787,Kelt-9_b
0.5396332257,0.87433703,Kelt-9_b
0.5399030423,0.87453852,Kelt-9_b
0.5401729938,0.87474429,Kelt-9_b
0.5404430803,0.87495562,Kelt-9_b
0.5407133018,0.8751729,Kelt-9_b
0.5409836585,0.87539555,Kelt-9_b
0.5412541503,0.87562219,Kelt-9_b
0.5415247774,0.87585103,Kelt-9_b
0.5417955398,0.87608033,Kelt-9_b
0.5420664375,0.87630884,Kelt-9_b
0.5423374708,0.87653609,Kelt-9_b
0.5426086395,0.87676238,Kelt-9_b
0.5428799438,0.87698861,Kelt-9_b
0.5431513838,0.87721591,Kelt-9_b
0.5434229595,0.87744524,Kelt-9_b
0.543694671,0.87767705,Kelt-9_b
0.5439665183,0.87791114,Kelt-9_b
0.5442385016,0.87814664,Kelt-9_b
0.5445106208,0.87838232,Kelt-9_b
0.5447828761,0.87861685,Kelt-9_b
0.5450552676,0.87884919,Kelt-9_b
0.5453277952,0.8790788,Kelt-9_b
0.5456004591,0.87930576,Kelt-9_b
0.5458732593,0.87953063,Kelt-9_b
0.546146196,0.87975422,Kelt-9_b
0.546419269,0.87997727,Kelt-9_b
0.5466924787,0.88020025,Kelt-9_b
0.5469658249,0.88042318,Kelt-9_b
0.5472393078,0.88064566,Kelt-9_b
0.5475129275,0.88086693,Kelt-9_b
0.547786684,0.88108615,Kelt-9_b
0.5480605773,0.88130259,Kelt-9_b
0.5483346076,0.88151592,Kelt-9_b
0.5486087749,0.88172639,Kelt-9_b
0.5488830793,0.88193492,Kelt-9_b
0.5491575208,0.88214304,Kelt-9_b
